claim_amount,policy_tenure_months,premium_to_claim_ratio,previous_claims_count,previous_fraud_flag,incident_severity,hospitalization_required,police_report_filed,document_count,claim_submission_delay_days,claimant_age,claimant_gender,claimant_location,fraud_label
44338.85,44,1.61,2,0,high,1,1,3,39,26,female,Hyderabad,1
38418.36,29,3.04,4,0,low,0,1,7,57,37,male,Mumbai,0
19755.79,90,1.49,4,0,low,0,1,1,51,34,male,Delhi,1
18586.22,81,1.01,7,0,low,0,1,2,17,28,female,Mumbai,1
112399.17,21,1.38,7,0,high,0,1,3,6,58,female,Delhi,1
53110.58,31,1.56,6,0,medium,1,1,3,34,18,female,Mumbai,1
46615.06,59,1.39,1,0,medium,0,1,2,37,42,male,Hyderabad,0
87832.6,62,1.48,0,0,low,0,1,6,46,25,female,Mumbai,0
66806.17,20,0.49,7,1,high,0,1,3,31,56,male,Bengaluru,1
112400.66,114,0.83,7,0,low,0,1,2,56,65,male,Pune,1
93855.88,47,1.4,2,0,low,0,1,3,51,47,female,Delhi,1
58044.98,46,1.38,0,1,low,1,1,7,35,46,male,Hyderabad,1
45786.78,8,1.1,5,0,medium,0,1,7,33,46,male,Chennai,1
118409.15,106,1.38,4,0,high,0,1,1,1,30,female,Mumbai,1
86413.47,29,1.54,7,0,medium,0,1,0,47,41,female,Hyderabad,1
114192.16,119,2.12,4,0,low,0,0,0,41,76,female,Chennai,1
15098.95,60,1.43,6,0,low,1,0,3,54,20,male,Delhi,1
102213.51,105,1.78,6,0,medium,0,1,5,5,67,male,Hyderabad,0
76811.79,22,1.12,0,0,medium,0,1,0,8,28,female,Mumbai,0
15508.68,20,1.9,1,0,low,0,1,4,40,25,female,Mumbai,1
71002.7,97,1.76,6,0,low,1,1,3,29,35,male,Hyderabad,1
82645.47,99,2.11,1,1,medium,1,1,7,35,34,female,Hyderabad,0
2464.02,66,2.0,1,0,high,0,1,4,26,37,female,Chennai,1
55063.84,4,1.91,6,0,medium,0,1,3,39,71,female,Mumbai,0
99222.54,114,1.43,1,0,low,1,1,4,40,74,female,Mumbai,1
36147.72,48,1.67,1,0,medium,1,0,1,11,61,male,Bengaluru,0
55567.22,113,2.24,0,0,low,0,1,3,46,27,female,Pune,1
53635.38,105,1.04,3,0,high,1,0,2,30,77,male,Hyderabad,1
36929.36,103,1.06,5,0,low,0,1,1,35,71,male,Hyderabad,0
110294.59,83,1.63,5,0,low,0,0,3,37,22,male,Chennai,0
93973.99,81,1.79,7,0,medium,0,0,5,45,42,male,Hyderabad,1
14160.02,64,0.92,5,0,low,0,0,4,18,66,female,Mumbai,0
119647.12,3,1.45,6,0,low,0,0,7,0,23,female,Hyderabad,0
105624.8,47,1.43,1,0,medium,0,1,2,11,22,male,Mumbai,1
34785.1,88,0.05,2,0,medium,1,1,5,58,56,male,Pune,1
100590.69,98,1.35,2,0,high,1,1,4,13,39,female,Mumbai,1
13663.92,68,1.39,0,0,low,0,1,6,15,45,male,Chennai,0
119893.46,86,1.39,7,0,low,0,1,7,52,65,male,Hyderabad,1
80216.48,3,2.49,1,0,medium,0,1,5,14,52,female,Bengaluru,1
78364.88,57,0.65,3,1,low,0,1,3,28,62,female,Mumbai,1
11762.45,61,0.92,2,1,low,0,0,4,22,25,female,Bengaluru,1
107746.97,108,0.05,0,0,high,1,1,5,40,18,male,Bengaluru,1
4450.94,38,1.16,7,0,high,0,0,6,36,33,female,Bengaluru,1
29658.54,28,1.22,1,0,low,0,0,1,31,30,female,Delhi,1
18019.6,43,1.14,0,1,medium,1,1,6,30,38,female,Pune,1
93435.38,21,2.28,2,1,medium,0,0,6,50,67,male,Delhi,1
24586.3,68,2.1,1,0,low,0,0,0,35,27,female,Hyderabad,1
109365.95,78,1.55,7,0,medium,0,1,2,31,25,female,Delhi,1
79096.02,97,1.24,1,1,low,1,0,1,54,30,male,Pune,1
5303.36,117,2.22,2,1,low,0,1,4,5,38,male,Delhi,1
1646.15,9,1.49,2,0,high,0,1,1,50,30,male,Delhi,1
7147.29,30,0.93,0,0,medium,0,1,2,12,29,female,Bengaluru,0
73105.1,37,0.3,0,0,low,0,1,1,20,54,male,Bengaluru,0
96376.34,30,1.19,4,1,medium,0,0,0,0,25,female,Delhi,1
29387.79,100,2.03,1,0,high,0,1,3,34,27,male,Pune,0
102079.65,17,3.09,0,0,low,0,1,2,50,70,female,Delhi,1
7810.6,4,1.54,2,0,high,1,1,4,23,19,male,Pune,1
96314.7,104,0.96,2,0,high,0,1,1,40,21,female,Bengaluru,1
111407.66,116,0.67,3,0,low,1,1,2,23,22,female,Delhi,1
92880.9,28,1.89,7,0,medium,0,1,7,46,51,female,Delhi,0
84076.37,40,0.26,2,0,medium,1,1,6,60,61,female,Bengaluru,1
100719.65,61,1.89,5,1,medium,0,0,2,43,61,female,Chennai,1
5778.0,64,2.07,6,0,low,0,1,1,20,61,female,Mumbai,0
25012.07,119,1.81,0,0,low,1,1,7,50,21,female,Bengaluru,0
15865.92,49,1.35,4,0,low,1,1,5,2,39,female,Bengaluru,0
61039.19,2,1.9,3,0,medium,0,1,3,60,57,male,Bengaluru,0
89677.39,51,1.62,4,0,medium,0,0,5,51,60,female,Delhi,1
75971.41,67,0.96,1,0,medium,0,1,1,39,39,female,Mumbai,1
102284.6,63,2.8,3,0,medium,0,1,3,37,71,female,Mumbai,1
19470.35,62,1.25,0,0,low,0,1,3,15,70,male,Pune,0
88419.91,111,2.04,7,0,low,1,0,5,26,66,male,Pune,0
23971.94,97,0.05,4,0,medium,0,1,1,6,68,female,Chennai,1
33220.29,31,2.39,0,1,medium,0,0,3,20,79,male,Pune,0
85478.66,43,2.53,4,0,medium,0,1,6,35,68,female,Hyderabad,1
117644.37,81,1.52,7,0,low,1,1,1,22,54,male,Hyderabad,1
73773.69,50,1.89,5,0,low,0,1,0,47,43,male,Mumbai,1
7485.54,52,1.89,2,0,high,0,0,6,52,40,female,Delhi,1
74340.77,21,1.05,7,0,low,0,1,6,34,69,male,Delhi,1
6039.72,31,1.88,1,0,low,0,1,3,20,36,male,Delhi,0
106213.34,89,0.93,1,0,medium,0,1,0,18,57,male,Delhi,0
85439.82,102,1.07,1,0,medium,0,0,4,33,49,other,Delhi,1
21602.21,95,2.29,7,0,high,0,1,2,43,41,female,Chennai,1
11914.8,37,2.18,5,0,high,1,0,4,7,46,other,Delhi,1
22840.45,17,1.01,4,0,medium,0,1,1,27,23,male,Mumbai,0
117623.23,20,0.99,5,1,low,0,1,6,26,62,male,Delhi,1
55568.72,48,1.05,2,0,medium,0,0,5,17,22,male,Hyderabad,1
94305.63,63,2.01,0,0,high,0,1,5,14,22,male,Hyderabad,1
76732.59,108,0.8,6,0,low,0,1,4,51,33,male,Pune,1
69117.16,108,1.75,7,0,high,0,1,1,26,51,male,Bengaluru,0
18270.5,1,2.02,0,0,medium,0,1,7,35,36,male,Hyderabad,0
113576.91,85,1.44,0,1,low,0,1,2,2,73,female,Mumbai,1
36859.77,36,2.21,4,0,medium,0,1,2,17,76,male,Pune,1
69784.05,24,1.29,0,0,medium,0,1,7,13,42,female,Mumbai,1
84273.34,67,1.35,5,0,low,0,1,0,20,80,male,Mumbai,1
78258.75,5,0.82,7,0,low,0,0,1,51,23,female,Hyderabad,1
112930.73,41,2.21,2,0,medium,0,1,6,34,27,female,Mumbai,0
18664.24,67,0.96,2,0,low,0,1,2,55,39,female,Mumbai,1
61493.98,33,1.74,6,0,low,0,0,4,25,77,female,Mumbai,1
49080.09,72,1.45,2,0,medium,1,1,4,46,49,male,Delhi,1
57426.08,56,0.76,1,0,medium,0,0,6,9,62,male,Hyderabad,1
15186.89,96,1.07,0,0,medium,0,1,4,49,59,female,Pune,0
16957.26,22,2.47,6,0,high,1,1,3,37,49,female,Delhi,0
34090.99,7,1.64,7,0,high,1,1,4,2,76,female,Bengaluru,1
37259.85,64,0.79,0,0,medium,0,1,5,42,78,female,Pune,0
51920.48,31,1.71,6,0,low,0,0,3,29,46,female,Pune,1
73707.52,85,1.4,1,0,medium,1,1,1,0,62,other,Hyderabad,1
76520.86,12,3.92,1,1,low,1,1,3,51,57,male,Mumbai,1
50005.5,70,1.7,3,0,high,1,0,7,32,55,male,Mumbai,1
49645.19,119,1.23,3,0,medium,0,1,0,37,24,female,Delhi,1
26897.79,12,2.49,6,1,low,0,1,1,35,31,female,Pune,0
71008.44,37,0.21,5,0,medium,1,1,7,5,80,male,Pune,1
38727.87,102,1.57,1,0,medium,0,1,6,20,33,male,Pune,0
5291.12,65,2.9,4,0,high,0,1,0,42,59,female,Bengaluru,1
50789.61,21,1.42,7,0,low,1,1,1,20,75,female,Delhi,1
57421.79,26,0.29,5,1,high,0,1,5,54,55,female,Mumbai,1
27845.55,92,1.22,1,0,low,0,1,6,19,31,male,Hyderabad,1
69122.49,104,2.52,1,1,medium,0,1,5,28,72,male,Mumbai,1
68326.86,44,1.76,3,0,high,0,1,6,27,20,female,Pune,0
84538.26,57,0.91,3,0,low,0,1,4,1,63,male,Pune,0
78105.87,94,1.02,2,0,low,0,0,7,49,34,female,Chennai,0
78639.53,22,1.11,0,0,high,0,0,4,8,58,female,Bengaluru,1
38629.48,25,1.75,0,0,high,0,1,3,28,48,male,Mumbai,1
94704.43,93,2.44,4,0,low,0,0,5,55,53,female,Mumbai,1
66348.18,23,2.24,7,0,medium,1,1,3,60,42,male,Mumbai,1
52338.77,93,1.82,4,0,high,0,1,4,14,51,female,Delhi,1
75495.49,60,0.57,3,0,low,1,1,6,22,76,female,Chennai,1
43918.22,119,0.57,7,1,medium,0,1,7,34,70,female,Bengaluru,1
62015.97,4,1.87,5,0,low,0,1,4,42,44,female,Chennai,0
88667.98,114,0.56,5,0,low,1,1,0,15,77,male,Pune,1
106481.94,28,1.34,4,0,high,1,1,4,33,74,female,Bengaluru,1
110605.81,5,1.71,6,0,low,0,1,2,50,57,male,Chennai,1
60932.32,87,0.7,4,1,high,0,0,1,46,55,other,Mumbai,1
62912.74,64,0.78,4,0,medium,0,1,7,50,20,male,Bengaluru,0
96184.58,101,1.43,4,0,medium,0,1,3,54,51,female,Pune,1
38419.63,14,1.85,6,0,low,0,1,6,52,31,male,Hyderabad,1
100648.5,10,2.24,7,0,low,0,1,2,31,28,male,Chennai,0
59802.86,69,1.92,2,1,high,0,1,4,59,72,male,Bengaluru,1
14786.95,106,1.55,5,0,medium,1,1,5,30,35,male,Bengaluru,1
9575.04,49,0.98,0,0,medium,0,1,7,43,56,male,Chennai,0
101197.19,96,0.75,4,0,low,1,0,1,57,72,male,Delhi,1
7612.58,109,1.14,7,1,low,1,1,4,2,55,female,Hyderabad,0
34392.76,105,1.79,5,1,low,1,1,3,56,67,male,Mumbai,0
40761.47,62,1.74,2,0,medium,0,0,3,50,66,male,Chennai,0
21586.34,84,0.05,4,0,low,0,0,6,60,46,female,Chennai,1
38353.31,64,0.95,2,0,medium,0,1,1,47,76,female,Hyderabad,1
89380.42,81,2.34,3,0,medium,0,0,4,9,75,male,Pune,1
2747.26,69,1.56,1,0,low,0,1,3,18,39,male,Delhi,0
99433.64,64,0.51,4,0,medium,1,1,7,0,69,male,Bengaluru,0
102929.21,53,3.15,1,1,medium,0,0,1,37,29,female,Bengaluru,1
45299.13,79,1.48,3,0,high,0,1,1,26,25,female,Chennai,0
19279.93,91,1.77,7,0,low,1,0,0,28,51,female,Bengaluru,1
72500.01,111,1.78,6,0,medium,1,1,3,44,56,female,Mumbai,1
15241.03,74,1.24,3,0,low,0,1,0,50,54,female,Chennai,0
44425.4,13,0.99,7,0,high,0,0,4,4,68,other,Delhi,1
115053.07,71,2.99,0,0,medium,0,1,1,55,42,female,Hyderabad,1
119460.27,38,2.2,7,1,low,1,1,3,22,68,female,Bengaluru,1
92880.48,4,2.08,2,0,high,0,1,4,45,74,female,Bengaluru,1
38004.42,9,1.9,6,0,medium,0,0,5,35,23,female,Bengaluru,1
82832.14,71,0.8,7,0,low,0,0,0,27,46,male,Hyderabad,1
84943.36,114,2.39,4,0,medium,0,1,1,12,32,male,Hyderabad,0
47153.16,61,0.91,4,0,low,1,1,2,11,59,male,Bengaluru,0
77265.75,54,1.7,5,1,high,0,1,4,44,44,male,Bengaluru,0
2276.59,11,0.35,1,0,medium,0,1,7,19,35,female,Pune,0
25877.86,82,0.07,1,0,medium,0,0,1,14,33,female,Pune,1
63485.51,7,1.72,2,0,high,0,1,0,0,40,male,Chennai,0
20486.41,101,0.93,3,0,medium,1,0,5,51,24,male,Delhi,0
20742.92,98,0.11,5,0,low,0,1,7,24,24,male,Delhi,1
100520.21,119,1.88,2,0,low,1,1,6,21,57,female,Bengaluru,1
118706.83,35,2.98,4,0,low,1,0,4,22,77,female,Mumbai,0
67160.36,20,2.47,0,0,high,0,1,0,36,49,male,Mumbai,0
100849.3,36,1.32,0,0,high,1,0,4,29,76,male,Pune,0
118848.28,96,1.51,7,0,medium,0,1,3,33,27,female,Chennai,1
17849.91,27,2.12,6,0,low,0,0,3,16,79,female,Bengaluru,0
54341.23,107,2.29,6,0,low,0,1,3,18,54,female,Mumbai,1
47716.15,19,1.26,2,1,high,0,1,4,52,64,male,Bengaluru,0
10525.86,6,1.52,4,0,low,0,0,5,26,21,male,Pune,0
90884.29,27,1.71,5,0,medium,0,1,1,59,56,female,Chennai,0
52619.7,91,1.89,2,1,low,1,1,0,51,42,male,Mumbai,0
56849.91,73,1.41,5,0,low,0,1,0,43,74,female,Mumbai,1
18930.08,43,1.42,5,0,medium,1,0,3,33,67,female,Hyderabad,0
22530.27,79,2.47,3,0,high,0,0,4,51,72,male,Chennai,0
108945.33,78,2.35,3,0,medium,0,1,6,3,74,female,Chennai,1
6313.24,67,1.83,2,0,medium,0,1,3,30,63,female,Bengaluru,1
28709.42,62,2.7,6,0,low,0,1,4,43,33,female,Bengaluru,0
35755.06,13,1.23,7,0,high,0,1,7,6,35,male,Mumbai,1
59333.51,32,2.64,7,0,medium,1,1,5,11,72,female,Mumbai,1
70786.98,64,1.88,6,1,medium,1,0,5,3,55,male,Hyderabad,1
59701.51,17,3.79,2,0,medium,0,1,2,29,74,female,Hyderabad,1
11009.72,58,0.67,6,0,low,0,1,1,33,68,female,Chennai,1
29996.43,15,1.02,1,0,low,0,1,7,28,56,male,Hyderabad,0
101387.02,95,1.79,7,0,high,0,1,4,3,27,female,Chennai,1
76873.06,13,1.78,2,0,medium,0,1,0,29,79,female,Delhi,1
78248.74,12,2.87,3,0,low,0,1,3,54,33,female,Chennai,1
80754.19,77,1.03,0,1,low,1,1,0,1,33,male,Chennai,0
91785.46,27,2.13,0,0,high,0,0,7,47,27,female,Pune,1
7914.91,43,2.31,3,0,medium,0,1,4,16,22,female,Hyderabad,0
44626.4,38,1.99,4,0,medium,0,1,6,4,41,male,Delhi,0
65203.76,26,0.83,0,0,low,1,1,3,3,71,male,Mumbai,0
41276.32,92,2.49,6,0,high,0,1,0,0,72,female,Delhi,1
101492.99,84,2.36,0,0,high,0,0,5,25,48,female,Mumbai,1
58426.13,29,1.92,7,0,medium,0,1,5,30,37,male,Mumbai,1
92466.68,83,1.64,2,0,low,1,1,1,37,39,female,Bengaluru,1
102389.85,86,1.66,3,0,medium,1,0,5,4,75,male,Hyderabad,1
61070.19,65,1.44,1,0,high,0,1,1,39,21,female,Delhi,1
109236.72,70,1.95,6,0,medium,0,1,5,45,21,female,Mumbai,1
70867.75,113,1.52,5,0,high,1,0,5,3,22,male,Chennai,1
102182.64,55,0.91,0,0,medium,0,1,1,41,73,female,Mumbai,1
41530.3,47,0.77,0,0,low,0,0,2,7,23,female,Bengaluru,0
60359.22,65,0.97,4,0,medium,1,1,1,26,77,male,Mumbai,1
64237.91,101,1.66,6,0,high,0,1,5,40,29,female,Mumbai,1
13492.59,86,1.48,0,0,low,0,1,1,53,52,female,Mumbai,0
48427.75,10,1.65,1,0,low,0,0,5,32,79,female,Delhi,1
110163.18,56,1.85,4,0,medium,1,1,3,26,25,male,Hyderabad,0
76069.04,89,1.06,0,0,low,1,1,0,50,35,male,Chennai,0
22123.28,27,2.53,2,0,high,0,1,7,13,63,female,Chennai,1
41323.82,119,1.31,0,0,low,0,1,5,12,69,female,Pune,1
23800.76,97,1.2,3,0,low,1,0,2,28,75,male,Pune,0
3953.95,102,1.84,5,1,low,1,1,7,7,19,male,Delhi,0
111367.79,10,0.21,3,0,medium,0,0,5,1,66,male,Hyderabad,1
54336.67,70,0.95,2,0,medium,0,1,6,22,38,male,Pune,1
37596.67,64,2.19,3,0,medium,1,1,1,9,53,female,Chennai,1
72218.79,76,0.28,4,0,medium,0,1,0,38,75,male,Chennai,0
1870.42,103,2.28,1,0,low,0,1,0,33,74,female,Mumbai,1
34084.63,43,2.56,0,0,medium,0,1,4,29,29,female,Pune,0
84660.98,65,1.24,1,0,high,1,1,6,30,47,male,Pune,0
76418.6,82,1.7,7,0,medium,0,1,7,6,35,female,Pune,0
117834.91,91,2.28,5,0,low,0,0,7,24,56,male,Hyderabad,0
74822.57,93,1.17,1,0,medium,0,1,4,4,70,male,Chennai,0
57823.2,41,2.11,2,0,low,0,1,5,21,38,female,Chennai,0
91610.48,120,1.03,3,1,low,0,1,2,41,25,female,Pune,0
108496.02,2,1.17,1,0,low,0,0,0,60,22,male,Hyderabad,0
86762.82,60,0.94,6,0,low,0,1,1,18,21,female,Chennai,1
115622.14,74,1.74,7,1,low,1,1,0,16,41,male,Chennai,1
94058.62,8,2.31,1,0,medium,0,0,5,40,78,male,Delhi,0
104149.37,55,1.37,0,0,low,1,1,4,55,33,female,Mumbai,1
14578.38,72,0.61,2,0,medium,0,1,6,17,43,female,Chennai,0
88157.21,73,0.74,4,0,high,0,0,1,51,60,female,Pune,1
53370.56,15,1.78,6,0,medium,0,0,7,19,59,male,Mumbai,1
66819.35,34,2.79,2,0,medium,0,1,5,39,35,male,Pune,0
78838.19,30,1.78,2,0,medium,0,0,7,12,26,male,Pune,0
116408.0,77,1.23,1,0,low,0,1,5,15,27,female,Bengaluru,0
118164.79,40,2.04,0,0,low,1,1,2,60,31,female,Mumbai,1
35299.16,69,1.33,0,0,medium,0,1,5,23,23,male,Hyderabad,1
88316.67,88,1.24,3,0,high,1,1,4,0,46,female,Hyderabad,1
90248.04,96,0.83,4,0,high,0,0,1,47,58,female,Mumbai,1
42232.65,23,2.49,0,0,high,0,1,0,7,60,male,Chennai,1
15740.5,109,0.05,1,0,medium,0,0,5,6,75,male,Pune,1
5872.69,20,2.06,7,1,medium,0,1,0,51,36,female,Mumbai,1
93503.83,3,1.18,7,0,high,0,1,0,21,59,male,Bengaluru,0
59274.27,6,1.21,5,0,high,0,1,0,8,73,male,Mumbai,0
118279.28,25,2.68,4,0,medium,0,1,4,59,19,male,Pune,1
56331.84,105,1.0,4,0,high,1,1,7,17,67,female,Pune,0
117372.12,25,1.02,2,0,high,0,0,3,38,23,female,Bengaluru,1
49977.54,84,1.41,1,0,medium,1,0,1,16,52,female,Mumbai,1
95448.18,51,1.79,3,0,low,0,1,4,35,70,male,Mumbai,1
11093.49,5,1.19,5,1,low,0,1,3,42,46,female,Mumbai,0
67099.94,54,0.4,5,1,medium,0,1,4,46,53,male,Hyderabad,1
96445.11,4,0.89,5,0,low,0,1,3,25,57,female,Hyderabad,1
111039.5,58,2.4,4,0,medium,1,1,4,37,54,other,Chennai,0
98887.39,68,1.55,0,0,medium,1,0,2,51,64,female,Pune,0
5399.52,63,1.82,5,0,high,0,1,7,51,72,male,Mumbai,0
45351.58,34,1.32,7,0,high,0,0,4,45,26,female,Hyderabad,0
6795.12,92,1.04,5,0,medium,1,1,2,24,44,male,Bengaluru,0
14004.59,72,2.67,4,1,low,0,1,0,32,71,male,Pune,1
81361.37,31,1.37,1,0,low,0,1,5,59,42,female,Mumbai,0
85877.73,53,1.19,6,0,medium,0,1,3,15,48,male,Chennai,1
93072.76,14,2.27,3,0,low,0,1,1,42,64,male,Hyderabad,1
103989.33,111,0.99,2,0,medium,0,0,3,48,76,female,Delhi,0
88992.34,91,1.08,3,0,high,0,1,3,29,33,female,Pune,1
96303.72,35,1.51,0,0,medium,1,1,6,52,78,female,Pune,1
6826.68,81,1.5,7,0,medium,0,1,4,26,62,male,Mumbai,1
28909.68,82,1.68,5,1,medium,1,0,5,51,19,female,Chennai,0
75005.84,74,2.96,2,0,high,1,1,5,39,72,male,Chennai,0
103116.91,7,1.74,6,1,low,0,1,6,3,42,female,Mumbai,1
1535.51,106,0.05,0,0,medium,0,1,0,50,35,male,Hyderabad,1
62240.89,115,1.73,3,0,low,0,1,3,42,51,male,Hyderabad,0
81597.2,117,1.53,5,0,medium,1,1,5,13,54,female,Hyderabad,0
4523.27,118,1.53,0,0,low,0,1,1,42,51,male,Chennai,1
48761.31,112,1.67,5,0,medium,1,0,3,31,21,female,Bengaluru,1
107580.55,89,1.48,6,0,medium,0,1,3,57,69,male,Hyderabad,1
80921.92,7,1.46,4,0,low,0,1,6,18,39,male,Chennai,1
29281.35,56,1.93,1,0,medium,0,1,7,16,26,male,Chennai,0
102480.95,30,1.12,5,0,low,0,1,0,3,53,male,Delhi,1
42415.74,27,0.84,2,0,low,0,0,1,47,57,male,Mumbai,0
102548.02,100,3.62,5,0,low,0,1,6,60,24,male,Bengaluru,0
36574.29,98,1.0,5,1,low,0,1,1,42,77,male,Delhi,1
71248.11,63,1.57,0,0,high,0,1,3,22,55,female,Delhi,0
48235.87,89,0.45,0,0,high,0,0,7,53,80,female,Chennai,1
33704.18,16,1.58,0,0,medium,0,1,7,15,60,male,Bengaluru,1
106500.35,27,0.85,0,0,medium,0,1,7,42,18,male,Mumbai,1
23323.65,104,1.19,2,1,medium,0,1,1,36,31,male,Mumbai,0
11092.58,55,2.23,0,0,high,1,1,1,51,79,male,Bengaluru,0
41689.31,66,1.83,7,0,medium,0,1,1,59,53,male,Mumbai,1
86399.06,56,1.9,7,0,low,0,1,6,21,25,male,Mumbai,0
97084.36,25,0.26,1,1,medium,0,0,1,5,22,female,Mumbai,1
119850.46,100,2.79,2,0,high,0,1,3,9,51,female,Bengaluru,1
36267.08,91,0.67,5,0,low,1,1,6,45,55,male,Delhi,1
49545.09,83,2.57,5,0,medium,0,1,3,22,33,male,Delhi,0
17281.73,43,2.22,4,1,low,0,1,7,8,30,male,Pune,1
69409.76,78,1.9,7,0,low,0,1,3,49,56,male,Pune,1
119712.02,115,0.9,5,0,medium,0,0,3,39,45,female,Chennai,0
84404.84,78,1.61,5,0,low,0,1,7,8,20,male,Hyderabad,1
71830.33,60,1.17,4,0,high,0,1,4,43,21,male,Mumbai,1
47691.92,33,1.52,4,1,medium,0,1,1,38,33,male,Hyderabad,1
109920.55,63,1.33,2,1,low,1,1,5,60,53,female,Bengaluru,1
60133.07,45,0.07,4,0,high,0,1,6,60,36,male,Mumbai,1
16989.66,74,2.29,7,1,medium,0,0,6,59,18,female,Bengaluru,1
44480.04,6,1.44,3,0,medium,1,0,0,54,75,male,Pune,0
8992.83,23,1.16,1,0,medium,1,1,0,48,61,male,Delhi,0
25035.51,95,1.11,4,0,high,0,1,5,40,54,male,Chennai,0
3102.58,46,1.75,6,0,low,1,1,5,33,33,female,Hyderabad,1
54940.31,52,0.87,7,0,low,0,1,5,48,62,male,Mumbai,1
76510.29,66,0.05,4,0,low,1,0,3,58,77,male,Hyderabad,1
41851.8,53,1.78,6,0,low,0,1,6,7,60,male,Bengaluru,1
51025.43,92,1.86,2,0,medium,0,1,4,8,36,male,Mumbai,0
115145.9,30,1.36,3,0,low,0,1,7,30,42,male,Chennai,1
90483.61,92,0.7,3,0,medium,1,1,2,17,76,female,Hyderabad,0
65361.94,26,1.56,2,0,medium,0,1,6,32,18,female,Mumbai,0
34860.36,45,0.47,5,0,high,0,1,1,18,31,female,Pune,1
107742.62,71,0.78,7,0,medium,0,0,5,47,24,female,Mumbai,0
28976.56,107,0.97,2,0,high,0,1,5,54,58,male,Chennai,1
39715.78,28,2.09,1,0,high,1,1,2,17,46,female,Pune,0
109178.71,71,1.25,6,0,low,0,1,0,47,26,male,Mumbai,1
64015.5,8,1.19,6,0,medium,0,1,7,6,77,male,Mumbai,1
89335.84,10,2.87,7,0,low,0,1,0,48,52,female,Pune,1
71298.63,93,1.75,2,1,high,0,1,3,42,33,male,Bengaluru,1
78759.27,87,1.74,5,0,medium,0,1,0,43,77,male,Chennai,0
36626.61,46,1.24,5,1,low,0,1,3,30,61,female,Pune,1
29723.28,75,1.08,6,1,low,0,0,6,6,26,male,Hyderabad,0
39376.59,46,0.05,6,0,low,0,1,4,51,70,male,Hyderabad,1
19497.55,34,2.18,7,0,high,0,1,1,6,21,female,Hyderabad,0
105043.41,52,1.81,3,0,medium,1,1,3,29,75,male,Chennai,1
34706.39,38,1.37,0,0,low,0,1,0,10,42,male,Delhi,0
67817.24,98,1.4,1,0,low,0,0,4,51,36,male,Mumbai,0
95244.96,50,2.02,7,1,low,1,1,0,35,21,female,Hyderabad,1
94275.07,39,0.41,6,0,medium,0,0,2,30,76,female,Bengaluru,1
53167.96,65,1.09,0,0,low,0,1,0,19,53,female,Delhi,0
57674.62,91,0.7,2,0,low,1,1,1,47,56,male,Delhi,1
119369.51,33,2.74,1,0,high,0,0,0,12,71,male,Mumbai,0
81277.1,113,2.11,2,0,medium,1,1,7,43,50,male,Delhi,1
97941.97,56,0.05,5,1,medium,0,1,6,59,36,female,Chennai,1
108403.92,80,0.44,4,0,medium,0,1,7,16,67,female,Bengaluru,0
94723.19,115,1.41,3,0,medium,0,0,5,41,51,female,Delhi,0
23036.34,52,1.17,3,0,medium,0,1,3,18,33,male,Pune,1
67898.32,24,0.57,5,0,low,1,1,1,56,71,female,Delhi,1
13125.4,90,2.86,5,0,low,0,0,7,54,69,male,Mumbai,0
78697.73,1,1.72,0,0,high,1,1,7,19,33,male,Delhi,0
114686.58,55,1.83,1,0,high,0,0,3,14,58,male,Pune,1
62015.12,118,1.02,2,0,medium,1,1,1,5,76,female,Hyderabad,0
52523.73,50,2.01,3,1,low,1,1,3,42,68,female,Mumbai,1
5265.29,83,1.23,7,0,low,0,1,3,56,30,male,Pune,0
115213.17,64,1.3,7,0,low,1,1,7,8,71,female,Bengaluru,1
13257.32,26,1.93,5,0,high,1,1,0,49,21,male,Delhi,0
5888.41,39,0.36,0,1,high,0,1,5,46,56,male,Hyderabad,0
30281.93,63,2.62,0,0,medium,0,1,6,28,50,male,Delhi,0
8798.12,13,1.63,3,0,high,0,0,6,13,20,male,Bengaluru,1
55159.02,50,2.4,4,0,low,0,1,1,39,63,female,Hyderabad,0
62414.45,50,0.75,5,0,medium,0,1,3,36,36,male,Hyderabad,0
38195.82,101,0.85,1,0,low,0,0,2,49,71,male,Chennai,1
7064.3,15,0.69,7,0,low,0,1,3,34,73,male,Bengaluru,0
14280.44,102,1.68,3,0,high,0,0,0,2,55,female,Chennai,1
46756.02,50,1.55,4,0,high,0,1,0,12,57,female,Mumbai,1
8202.89,79,1.17,0,0,low,0,1,0,23,21,female,Hyderabad,0
84084.58,67,0.79,6,0,low,1,1,7,29,74,male,Hyderabad,1
25635.44,36,0.61,4,0,medium,1,1,3,21,60,male,Delhi,0
36946.52,112,1.47,1,0,low,1,1,1,53,42,male,Pune,0
47900.97,27,1.17,2,0,medium,0,1,6,17,23,female,Chennai,0
50576.55,5,1.02,2,0,medium,0,1,3,41,49,male,Pune,1
1197.62,91,2.58,0,0,low,1,1,2,22,74,female,Pune,0
14336.37,75,1.44,7,0,low,0,0,0,60,72,female,Hyderabad,1
103668.98,107,2.39,6,0,low,0,0,3,55,24,female,Bengaluru,1
1146.73,55,1.13,7,1,high,0,0,5,47,66,female,Bengaluru,1
61471.92,3,1.67,2,0,low,0,1,4,46,23,male,Hyderabad,1
59250.74,3,1.46,4,0,medium,0,1,3,39,41,male,Hyderabad,1
